time 0ms: Simulator started (Contiguous -- Next-Fit)
time 1160ms: Process G arrived (requires 13 frames)
time 1160ms: Process J arrived (requires 46 frames)
time 1160ms: Process C arrived (requires 58 frames)
time 1161ms: Process G arrived (requires 13 frames)
time 1161ms: Process J arrived (requires 46 frames)
time 1161ms: Process C arrived (requires 58 frames)
time 1162ms: Process G arrived (requires 13 frames)
time 1162ms: Process J arrived (requires 46 frames)
time 1162ms: Process C arrived (requires 58 frames)
time 1163ms: Process G arrived (requires 13 frames)
time 1163ms: Process J arrived (requires 46 frames)
time 1163ms: Process C arrived (requires 58 frames)
time 1164ms: Process G arrived (requires 13 frames)
time 1164ms: Process J arrived (requires 46 frames)
time 1164ms: Process C arrived (requires 58 frames)
time 1165ms: Process G arrived (requires 13 frames)
time 1165ms: Process J arrived (requires 46 frames)
time 1165ms: Process C arrived (requires 58 frames)
time 1166ms: Process G arrived (requires 13 frames)
time 1166ms: Process J arrived (requires 46 frames)
time 1166ms: Process C arrived (requires 58 frames)
time 1167ms: Process G arrived (requires 13 frames)
time 1167ms: Process J arrived (requires 46 frames)
time 1167ms: Process C arrived (requires 58 frames)
time 1168ms: Process G arrived (requires 13 frames)
time 1168ms: Process J arrived (requires 46 frames)
time 1168ms: Process C arrived (requires 58 frames)
time 1169ms: Process G arrived (requires 13 frames)
time 1169ms: Process J arrived (requires 46 frames)
time 1169ms: Process C arrived (requires 58 frames)
time 1170ms: Process G arrived (requires 13 frames)
time 1170ms: Process J arrived (requires 46 frames)
time 1170ms: Process C arrived (requires 58 frames)
time 1171ms: Process G arrived (requires 13 frames)
time 1171ms: Process J arrived (requires 46 frames)
time 1171ms: Process C arrived (requires 58 frames)
time 1172ms: Process G arrived (requires 13 frames)
time 1172ms: Process J arrived (requires 46 frames)
time 1172ms: Process C arrived (requires 58 frames)
time 1173ms: Process G arrived (requires 13 frames)
time 1173ms: Process J arrived (requires 46 frames)
time 1173ms: Process C arrived (requires 58 frames)
time 1174ms: Process G arrived (requires 13 frames)
time 1174ms: Process J arrived (requires 46 frames)
time 1174ms: Process C arrived (requires 58 frames)
time 1175ms: Process G arrived (requires 13 frames)
time 1175ms: Process J arrived (requires 46 frames)
time 1175ms: Process C arrived (requires 58 frames)
time 1176ms: Process G arrived (requires 13 frames)
time 1176ms: Process J arrived (requires 46 frames)
time 1176ms: Process C arrived (requires 58 frames)
time 1177ms: Process G arrived (requires 13 frames)
time 1177ms: Process J arrived (requires 46 frames)
time 1177ms: Process C arrived (requires 58 frames)
time 1178ms: Process G arrived (requires 13 frames)
time 1178ms: Process J arrived (requires 46 frames)
time 1178ms: Process C arrived (requires 58 frames)
time 1179ms: Process G arrived (requires 13 frames)
time 1179ms: Process J arrived (requires 46 frames)
time 1179ms: Process C arrived (requires 58 frames)
time 1180ms: Process G arrived (requires 13 frames)
time 1180ms: Process J arrived (requires 46 frames)
time 1180ms: Process C arrived (requires 58 frames)
time 1181ms: Process G arrived (requires 13 frames)
time 1181ms: Process J arrived (requires 46 frames)
time 1181ms: Process C arrived (requires 58 frames)
time 1182ms: Process G arrived (requires 13 frames)
time 1182ms: Process J arrived (requires 46 frames)
time 1182ms: Process C arrived (requires 58 frames)
time 1183ms: Process G arrived (requires 13 frames)
time 1183ms: Process J arrived (requires 46 frames)
time 1183ms: Process C arrived (requires 58 frames)
time 1184ms: Process G arrived (requires 13 frames)
time 1184ms: Process J arrived (requires 46 frames)
time 1184ms: Process C arrived (requires 58 frames)
time 1185ms: Process G arrived (requires 13 frames)
time 1185ms: Process J arrived (requires 46 frames)
time 1185ms: Process C arrived (requires 58 frames)
time 1186ms: Process G arrived (requires 13 frames)
time 1186ms: Process J arrived (requires 46 frames)
time 1186ms: Process C arrived (requires 58 frames)
time 1187ms: Process G arrived (requires 13 frames)
time 1187ms: Process J arrived (requires 46 frames)
time 1187ms: Process C arrived (requires 58 frames)
time 1188ms: Process G arrived (requires 13 frames)
time 1188ms: Process J arrived (requires 46 frames)
time 1188ms: Process C arrived (requires 58 frames)
time 1189ms: Process G arrived (requires 13 frames)
time 1189ms: Process J arrived (requires 46 frames)
time 1189ms: Process C arrived (requires 58 frames)
time 1190ms: Process G arrived (requires 13 frames)
time 1190ms: Process J arrived (requires 46 frames)
time 1190ms: Process C arrived (requires 58 frames)
time 1191ms: Process G arrived (requires 13 frames)
time 1191ms: Process J arrived (requires 46 frames)
time 1191ms: Process C arrived (requires 58 frames)
time 1192ms: Process G arrived (requires 13 frames)
time 1192ms: Process J arrived (requires 46 frames)
time 1192ms: Process C arrived (requires 58 frames)
time 1193ms: Process G arrived (requires 13 frames)
time 1193ms: Process J arrived (requires 46 frames)
time 1193ms: Process C arrived (requires 58 frames)
time 1194ms: Process G arrived (requires 13 frames)
time 1194ms: Process J arrived (requires 46 frames)
time 1194ms: Process C arrived (requires 58 frames)
time 1195ms: Process G arrived (requires 13 frames)
time 1195ms: Process J arrived (requires 46 frames)
time 1195ms: Process C arrived (requires 58 frames)
time 1196ms: Process G arrived (requires 13 frames)
time 1196ms: Process J arrived (requires 46 frames)
time 1196ms: Process C arrived (requires 58 frames)
time 1197ms: Process G arrived (requires 13 frames)
time 1197ms: Process J arrived (requires 46 frames)
time 1197ms: Process C arrived (requires 58 frames)
time 1198ms: Process G arrived (requires 13 frames)
time 1198ms: Process J arrived (requires 46 frames)
time 1198ms: Process C arrived (requires 58 frames)
time 1199ms: Process G arrived (requires 13 frames)
time 1199ms: Process J arrived (requires 46 frames)
time 1199ms: Process C arrived (requires 58 frames)
time 1200ms: Process C removed:
time 1200ms: Process G arrived (requires 13 frames)
time 1200ms: Process J arrived (requires 46 frames)
time 1201ms: Process G arrived (requires 13 frames)
time 1201ms: Process J arrived (requires 46 frames)
time 1202ms: Process G arrived (requires 13 frames)
time 1202ms: Process J arrived (requires 46 frames)
time 1203ms: Process G arrived (requires 13 frames)
time 1203ms: Process J arrived (requires 46 frames)
time 1204ms: Process G arrived (requires 13 frames)
time 1204ms: Process J arrived (requires 46 frames)
time 1205ms: Process G arrived (requires 13 frames)
time 1205ms: Process J arrived (requires 46 frames)
time 1206ms: Process G arrived (requires 13 frames)
time 1206ms: Process J arrived (requires 46 frames)
time 1207ms: Process G arrived (requires 13 frames)
time 1207ms: Process J arrived (requires 46 frames)
time 1208ms: Process G arrived (requires 13 frames)
time 1208ms: Process J arrived (requires 46 frames)
time 1209ms: Process G arrived (requires 13 frames)
time 1209ms: Process J arrived (requires 46 frames)
time 1210ms: Process G arrived (requires 13 frames)
time 1210ms: Process J arrived (requires 46 frames)
time 1211ms: Process G arrived (requires 13 frames)
time 1211ms: Process J arrived (requires 46 frames)
time 1212ms: Process G arrived (requires 13 frames)
time 1212ms: Process J arrived (requires 46 frames)
time 1213ms: Process G arrived (requires 13 frames)
time 1213ms: Process J arrived (requires 46 frames)
time 1214ms: Process G arrived (requires 13 frames)
time 1214ms: Process J arrived (requires 46 frames)
time 1215ms: Process G arrived (requires 13 frames)
time 1215ms: Process J arrived (requires 46 frames)
time 1216ms: Process G arrived (requires 13 frames)
time 1216ms: Process J arrived (requires 46 frames)
time 1217ms: Process G arrived (requires 13 frames)
time 1217ms: Process J arrived (requires 46 frames)
time 1218ms: Process G arrived (requires 13 frames)
time 1218ms: Process J arrived (requires 46 frames)
time 1219ms: Process G arrived (requires 13 frames)
time 1219ms: Process J arrived (requires 46 frames)
time 1220ms: Process G arrived (requires 13 frames)
time 1220ms: Process J arrived (requires 46 frames)
time 1221ms: Process G arrived (requires 13 frames)
time 1221ms: Process J arrived (requires 46 frames)
time 1222ms: Process G arrived (requires 13 frames)
time 1222ms: Process J arrived (requires 46 frames)
time 1223ms: Process G arrived (requires 13 frames)
time 1223ms: Process J arrived (requires 46 frames)
time 1224ms: Process G arrived (requires 13 frames)
time 1224ms: Process J arrived (requires 46 frames)
time 1225ms: Process G arrived (requires 13 frames)
time 1225ms: Process J arrived (requires 46 frames)
time 1226ms: Process G arrived (requires 13 frames)
time 1226ms: Process J arrived (requires 46 frames)
time 1227ms: Process G arrived (requires 13 frames)
time 1227ms: Process J arrived (requires 46 frames)
time 1228ms: Process G arrived (requires 13 frames)
time 1228ms: Process J arrived (requires 46 frames)
time 1229ms: Process G arrived (requires 13 frames)
time 1229ms: Process J arrived (requires 46 frames)
time 1230ms: Process G arrived (requires 13 frames)
time 1230ms: Process J arrived (requires 46 frames)
time 1231ms: Process G arrived (requires 13 frames)
time 1231ms: Process J arrived (requires 46 frames)
time 1232ms: Process G arrived (requires 13 frames)
time 1232ms: Process J arrived (requires 46 frames)
time 1233ms: Process G arrived (requires 13 frames)
time 1233ms: Process J arrived (requires 46 frames)
time 1234ms: Process G arrived (requires 13 frames)
time 1234ms: Process J arrived (requires 46 frames)
time 1235ms: Process G arrived (requires 13 frames)
time 1235ms: Process J arrived (requires 46 frames)
time 1236ms: Process G arrived (requires 13 frames)
time 1236ms: Process J arrived (requires 46 frames)
time 1237ms: Process G arrived (requires 13 frames)
time 1237ms: Process J arrived (requires 46 frames)
time 1238ms: Process G arrived (requires 13 frames)
time 1238ms: Process J arrived (requires 46 frames)
time 1239ms: Process G arrived (requires 13 frames)
time 1239ms: Process J arrived (requires 46 frames)
time 1240ms: Process G arrived (requires 13 frames)
time 1240ms: Process J arrived (requires 46 frames)
time 1241ms: Process G arrived (requires 13 frames)
time 1241ms: Process J arrived (requires 46 frames)
time 1242ms: Process G arrived (requires 13 frames)
time 1242ms: Process J arrived (requires 46 frames)
time 1243ms: Process G arrived (requires 13 frames)
time 1243ms: Process J arrived (requires 46 frames)
time 1244ms: Process G arrived (requires 13 frames)
time 1244ms: Process J arrived (requires 46 frames)
time 1245ms: Process G arrived (requires 13 frames)
time 1245ms: Process J arrived (requires 46 frames)
time 1246ms: Process G arrived (requires 13 frames)
time 1246ms: Process J arrived (requires 46 frames)
time 1247ms: Process G arrived (requires 13 frames)
time 1247ms: Process J arrived (requires 46 frames)
time 1248ms: Process G arrived (requires 13 frames)
time 1248ms: Process J arrived (requires 46 frames)
time 1249ms: Process G arrived (requires 13 frames)
time 1249ms: Process J arrived (requires 46 frames)
time 1250ms: Process G removed:
time 1250ms: Process J arrived (requires 46 frames)
time 1251ms: Process J arrived (requires 46 frames)
time 1252ms: Process J arrived (requires 46 frames)
time 1253ms: Process J arrived (requires 46 frames)
time 1254ms: Process J arrived (requires 46 frames)
time 1255ms: Process J arrived (requires 46 frames)
time 1256ms: Process J arrived (requires 46 frames)
time 1257ms: Process J arrived (requires 46 frames)
time 1258ms: Process J arrived (requires 46 frames)
time 1259ms: Process J arrived (requires 46 frames)
time 1260ms: Process J arrived (requires 46 frames)
time 1261ms: Process J arrived (requires 46 frames)
time 1262ms: Process J arrived (requires 46 frames)
time 1263ms: Process J arrived (requires 46 frames)
time 1264ms: Process J arrived (requires 46 frames)
time 1265ms: Process J arrived (requires 46 frames)
time 1266ms: Process J arrived (requires 46 frames)
time 1267ms: Process J arrived (requires 46 frames)
time 1268ms: Process J arrived (requires 46 frames)
time 1269ms: Process J arrived (requires 46 frames)
time 1270ms: Process J arrived (requires 46 frames)
time 1271ms: Process J arrived (requires 46 frames)
time 1272ms: Process J arrived (requires 46 frames)
time 1273ms: Process J arrived (requires 46 frames)
time 1274ms: Process J arrived (requires 46 frames)
time 1275ms: Process J arrived (requires 46 frames)
time 1276ms: Process J arrived (requires 46 frames)
time 1277ms: Process J arrived (requires 46 frames)
time 1278ms: Process J arrived (requires 46 frames)
time 1279ms: Process J arrived (requires 46 frames)
time 1280ms: Process J arrived (requires 46 frames)
time 1281ms: Process J arrived (requires 46 frames)
time 1282ms: Process J arrived (requires 46 frames)
time 1283ms: Process J arrived (requires 46 frames)
time 1284ms: Process J arrived (requires 46 frames)
time 1285ms: Process J arrived (requires 46 frames)
time 1286ms: Process J arrived (requires 46 frames)
time 1287ms: Process J arrived (requires 46 frames)
time 1288ms: Process J arrived (requires 46 frames)
time 1289ms: Process J arrived (requires 46 frames)
time 1290ms: Process J arrived (requires 46 frames)
time 1291ms: Process J arrived (requires 46 frames)
time 1292ms: Process J arrived (requires 46 frames)
time 1293ms: Process J arrived (requires 46 frames)
time 1294ms: Process J arrived (requires 46 frames)
time 1295ms: Process J arrived (requires 46 frames)
time 1296ms: Process J arrived (requires 46 frames)
time 1297ms: Process J arrived (requires 46 frames)
time 1298ms: Process J arrived (requires 46 frames)
time 1299ms: Process J arrived (requires 46 frames)
time 1300ms: Process J arrived (requires 46 frames)
time 1301ms: Process J arrived (requires 46 frames)
time 1302ms: Process J arrived (requires 46 frames)
time 1303ms: Process J arrived (requires 46 frames)
time 1304ms: Process J arrived (requires 46 frames)
time 1305ms: Process J arrived (requires 46 frames)
time 1306ms: Process J arrived (requires 46 frames)
time 1307ms: Process J arrived (requires 46 frames)
time 1308ms: Process J arrived (requires 46 frames)
time 1309ms: Process J arrived (requires 46 frames)
time 1310ms: Process J arrived (requires 46 frames)
time 1311ms: Process J arrived (requires 46 frames)
time 1312ms: Process J arrived (requires 46 frames)
time 1313ms: Process J arrived (requires 46 frames)
time 1314ms: Process J arrived (requires 46 frames)
time 1315ms: Process J arrived (requires 46 frames)
time 1316ms: Process J arrived (requires 46 frames)
time 1317ms: Process J arrived (requires 46 frames)
time 1318ms: Process J arrived (requires 46 frames)
time 1319ms: Process J arrived (requires 46 frames)
time 1320ms: Process J arrived (requires 46 frames)
time 1321ms: Process J arrived (requires 46 frames)
time 1322ms: Process J arrived (requires 46 frames)
time 1323ms: Process J arrived (requires 46 frames)
time 1324ms: Process J arrived (requires 46 frames)
time 1325ms: Process J arrived (requires 46 frames)
time 1326ms: Process J arrived (requires 46 frames)
time 1327ms: Process J arrived (requires 46 frames)
time 1328ms: Process J arrived (requires 46 frames)
time 1329ms: Process J arrived (requires 46 frames)
time 1330ms: Process J arrived (requires 46 frames)
time 1331ms: Process J arrived (requires 46 frames)
time 1332ms: Process J arrived (requires 46 frames)
time 1333ms: Process J arrived (requires 46 frames)
time 1334ms: Process J arrived (requires 46 frames)
time 1335ms: Process J arrived (requires 46 frames)
time 1336ms: Process J arrived (requires 46 frames)
time 1337ms: Process J arrived (requires 46 frames)
time 1338ms: Process J arrived (requires 46 frames)
time 1339ms: Process J arrived (requires 46 frames)
time 1340ms: Process J arrived (requires 46 frames)
time 1341ms: Process J arrived (requires 46 frames)
time 1342ms: Process J arrived (requires 46 frames)
time 1343ms: Process J arrived (requires 46 frames)
time 1344ms: Process J arrived (requires 46 frames)
time 1345ms: Process J arrived (requires 46 frames)
time 1346ms: Process J arrived (requires 46 frames)
time 1347ms: Process J arrived (requires 46 frames)
time 1348ms: Process J arrived (requires 46 frames)
time 1349ms: Process J arrived (requires 46 frames)
time 1350ms: Process J arrived (requires 46 frames)
time 1350ms: Process D arrived (requires 86 frames)
time 1351ms: Process J arrived (requires 46 frames)
time 1351ms: Process D arrived (requires 86 frames)
time 1352ms: Process J arrived (requires 46 frames)
time 1352ms: Process D arrived (requires 86 frames)
time 1353ms: Process J arrived (requires 46 frames)
time 1353ms: Process D arrived (requires 86 frames)
time 1354ms: Process J arrived (requires 46 frames)
time 1354ms: Process D arrived (requires 86 frames)
time 1355ms: Process J arrived (requires 46 frames)
time 1355ms: Process D arrived (requires 86 frames)
time 1356ms: Process J arrived (requires 46 frames)
time 1356ms: Process D arrived (requires 86 frames)
time 1357ms: Process J arrived (requires 46 frames)
time 1357ms: Process D arrived (requires 86 frames)
time 1358ms: Process J arrived (requires 46 frames)
time 1358ms: Process D arrived (requires 86 frames)
time 1359ms: Process J arrived (requires 46 frames)
time 1359ms: Process D arrived (requires 86 frames)
time 1360ms: Process J arrived (requires 46 frames)
time 1360ms: Process D arrived (requires 86 frames)
time 1361ms: Process J arrived (requires 46 frames)
time 1361ms: Process D arrived (requires 86 frames)
time 1362ms: Process J arrived (requires 46 frames)
time 1362ms: Process D arrived (requires 86 frames)
time 1363ms: Process J arrived (requires 46 frames)
time 1363ms: Process D arrived (requires 86 frames)
time 1364ms: Process J arrived (requires 46 frames)
time 1364ms: Process D arrived (requires 86 frames)
time 1365ms: Process J arrived (requires 46 frames)
time 1365ms: Process D arrived (requires 86 frames)
time 1366ms: Process J arrived (requires 46 frames)
time 1366ms: Process D arrived (requires 86 frames)
time 1367ms: Process J arrived (requires 46 frames)
time 1367ms: Process D arrived (requires 86 frames)
time 1368ms: Process J arrived (requires 46 frames)
time 1368ms: Process D arrived (requires 86 frames)
time 1369ms: Process J arrived (requires 46 frames)
time 1369ms: Process D arrived (requires 86 frames)
time 1370ms: Process J arrived (requires 46 frames)
time 1370ms: Process D arrived (requires 86 frames)
time 1371ms: Process J arrived (requires 46 frames)
time 1371ms: Process D arrived (requires 86 frames)
time 1372ms: Process J arrived (requires 46 frames)
time 1372ms: Process D arrived (requires 86 frames)
time 1373ms: Process J arrived (requires 46 frames)
time 1373ms: Process D arrived (requires 86 frames)
time 1374ms: Process J arrived (requires 46 frames)
time 1374ms: Process D arrived (requires 86 frames)
time 1375ms: Process J arrived (requires 46 frames)
time 1375ms: Process D arrived (requires 86 frames)
time 1376ms: Process J arrived (requires 46 frames)
time 1376ms: Process D arrived (requires 86 frames)
time 1377ms: Process J arrived (requires 46 frames)
time 1377ms: Process D arrived (requires 86 frames)
time 1378ms: Process J arrived (requires 46 frames)
time 1378ms: Process D arrived (requires 86 frames)
time 1379ms: Process J arrived (requires 46 frames)
time 1379ms: Process D arrived (requires 86 frames)
time 1380ms: Process J arrived (requires 46 frames)
time 1380ms: Process D arrived (requires 86 frames)
time 1381ms: Process J arrived (requires 46 frames)
time 1381ms: Process D arrived (requires 86 frames)
time 1382ms: Process J arrived (requires 46 frames)
time 1382ms: Process D arrived (requires 86 frames)
time 1383ms: Process J arrived (requires 46 frames)
time 1383ms: Process D arrived (requires 86 frames)
time 1384ms: Process J arrived (requires 46 frames)
time 1384ms: Process D arrived (requires 86 frames)
time 1385ms: Process J arrived (requires 46 frames)
time 1385ms: Process D arrived (requires 86 frames)
time 1386ms: Process J arrived (requires 46 frames)
time 1386ms: Process D arrived (requires 86 frames)
time 1387ms: Process J arrived (requires 46 frames)
time 1387ms: Process D arrived (requires 86 frames)
time 1388ms: Process J arrived (requires 46 frames)
time 1388ms: Process D arrived (requires 86 frames)
time 1389ms: Process J arrived (requires 46 frames)
time 1389ms: Process D arrived (requires 86 frames)
time 1390ms: Process J arrived (requires 46 frames)
time 1390ms: Process D arrived (requires 86 frames)
time 1391ms: Process J arrived (requires 46 frames)
time 1391ms: Process D arrived (requires 86 frames)
time 1392ms: Process J arrived (requires 46 frames)
time 1392ms: Process D arrived (requires 86 frames)
time 1393ms: Process J arrived (requires 46 frames)
time 1393ms: Process D arrived (requires 86 frames)
time 1394ms: Process J arrived (requires 46 frames)
time 1394ms: Process D arrived (requires 86 frames)
time 1395ms: Process J arrived (requires 46 frames)
time 1395ms: Process D arrived (requires 86 frames)
time 1396ms: Process J arrived (requires 46 frames)
time 1396ms: Process D arrived (requires 86 frames)
time 1397ms: Process J arrived (requires 46 frames)
time 1397ms: Process D arrived (requires 86 frames)
time 1398ms: Process J arrived (requires 46 frames)
time 1398ms: Process D arrived (requires 86 frames)
time 1399ms: Process J arrived (requires 46 frames)
time 1399ms: Process D arrived (requires 86 frames)
time 1400ms: Process E removed:
time 1400ms: Process J arrived (requires 46 frames)
time 1400ms: Process D arrived (requires 86 frames)
time 1401ms: Process J arrived (requires 46 frames)
time 1401ms: Process D arrived (requires 86 frames)
time 1402ms: Process J arrived (requires 46 frames)
time 1402ms: Process D arrived (requires 86 frames)
time 1403ms: Process J arrived (requires 46 frames)
time 1403ms: Process D arrived (requires 86 frames)
time 1404ms: Process J arrived (requires 46 frames)
time 1404ms: Process D arrived (requires 86 frames)
time 1405ms: Process J arrived (requires 46 frames)
time 1405ms: Process D arrived (requires 86 frames)
time 1406ms: Process J arrived (requires 46 frames)
time 1406ms: Process D arrived (requires 86 frames)
time 1407ms: Process J arrived (requires 46 frames)
time 1407ms: Process D arrived (requires 86 frames)
time 1408ms: Process J arrived (requires 46 frames)
time 1408ms: Process D arrived (requires 86 frames)
time 1409ms: Process J arrived (requires 46 frames)
time 1409ms: Process D arrived (requires 86 frames)
time 1410ms: Process J arrived (requires 46 frames)
time 1410ms: Process D arrived (requires 86 frames)
time 1411ms: Process J arrived (requires 46 frames)
time 1411ms: Process D arrived (requires 86 frames)
time 1412ms: Process J arrived (requires 46 frames)
time 1412ms: Process D arrived (requires 86 frames)
time 1413ms: Process J arrived (requires 46 frames)
time 1413ms: Process D arrived (requires 86 frames)
time 1414ms: Process J arrived (requires 46 frames)
time 1414ms: Process D arrived (requires 86 frames)
time 1415ms: Process J arrived (requires 46 frames)
time 1415ms: Process D arrived (requires 86 frames)
time 1416ms: Process J arrived (requires 46 frames)
time 1416ms: Process D arrived (requires 86 frames)
time 1417ms: Process J arrived (requires 46 frames)
time 1417ms: Process D arrived (requires 86 frames)
time 1418ms: Process J arrived (requires 46 frames)
time 1418ms: Process D arrived (requires 86 frames)
time 1419ms: Process J arrived (requires 46 frames)
time 1419ms: Process D arrived (requires 86 frames)
time 1420ms: Process J arrived (requires 46 frames)
time 1420ms: Process D arrived (requires 86 frames)
time 1421ms: Process J arrived (requires 46 frames)
time 1421ms: Process D arrived (requires 86 frames)
time 1422ms: Process J arrived (requires 46 frames)
time 1422ms: Process D arrived (requires 86 frames)
time 1423ms: Process J arrived (requires 46 frames)
time 1423ms: Process D arrived (requires 86 frames)
time 1424ms: Process J arrived (requires 46 frames)
time 1424ms: Process D arrived (requires 86 frames)
time 1425ms: Process J arrived (requires 46 frames)
time 1425ms: Process D arrived (requires 86 frames)
time 1426ms: Process J arrived (requires 46 frames)
time 1426ms: Process D arrived (requires 86 frames)
time 1427ms: Process J arrived (requires 46 frames)
time 1427ms: Process D arrived (requires 86 frames)
time 1428ms: Process J arrived (requires 46 frames)
time 1428ms: Process D arrived (requires 86 frames)
time 1429ms: Process J arrived (requires 46 frames)
time 1429ms: Process D arrived (requires 86 frames)
time 1430ms: Process J arrived (requires 46 frames)
time 1430ms: Process D arrived (requires 86 frames)
time 1431ms: Process J arrived (requires 46 frames)
time 1431ms: Process D arrived (requires 86 frames)
time 1432ms: Process J arrived (requires 46 frames)
time 1432ms: Process D arrived (requires 86 frames)
time 1433ms: Process J arrived (requires 46 frames)
time 1433ms: Process D arrived (requires 86 frames)
time 1434ms: Process J arrived (requires 46 frames)
time 1434ms: Process D arrived (requires 86 frames)
time 1435ms: Process J arrived (requires 46 frames)
time 1435ms: Process D arrived (requires 86 frames)
time 1436ms: Process J arrived (requires 46 frames)
time 1436ms: Process D arrived (requires 86 frames)
time 1437ms: Process J arrived (requires 46 frames)
time 1437ms: Process D arrived (requires 86 frames)
time 1438ms: Process J arrived (requires 46 frames)
time 1438ms: Process D arrived (requires 86 frames)
time 1439ms: Process J arrived (requires 46 frames)
time 1439ms: Process D arrived (requires 86 frames)
time 1440ms: Process J arrived (requires 46 frames)
time 1440ms: Process D arrived (requires 86 frames)
time 1441ms: Process J arrived (requires 46 frames)
time 1441ms: Process D arrived (requires 86 frames)
time 1442ms: Process J arrived (requires 46 frames)
time 1442ms: Process D arrived (requires 86 frames)
time 1443ms: Process J arrived (requires 46 frames)
time 1443ms: Process D arrived (requires 86 frames)
time 1444ms: Process J arrived (requires 46 frames)
time 1444ms: Process D arrived (requires 86 frames)
time 1445ms: Process J arrived (requires 46 frames)
time 1445ms: Process D arrived (requires 86 frames)
time 1446ms: Process J arrived (requires 46 frames)
time 1446ms: Process D arrived (requires 86 frames)
time 1447ms: Process J arrived (requires 46 frames)
time 1447ms: Process D arrived (requires 86 frames)
time 1448ms: Process J arrived (requires 46 frames)
time 1448ms: Process D arrived (requires 86 frames)
time 1449ms: Process J arrived (requires 46 frames)
time 1449ms: Process D arrived (requires 86 frames)
time 1450ms: Process J removed:
time 1450ms: Process D arrived (requires 86 frames)
time 1451ms: Process D arrived (requires 86 frames)
time 1452ms: Process D arrived (requires 86 frames)
time 1453ms: Process D arrived (requires 86 frames)
time 1454ms: Process D arrived (requires 86 frames)
time 1455ms: Process D arrived (requires 86 frames)
time 1456ms: Process D arrived (requires 86 frames)
time 1457ms: Process D arrived (requires 86 frames)
time 1458ms: Process D arrived (requires 86 frames)
time 1459ms: Process D arrived (requires 86 frames)
time 1460ms: Process D arrived (requires 86 frames)
time 1461ms: Process D arrived (requires 86 frames)
time 1462ms: Process D arrived (requires 86 frames)
time 1463ms: Process D arrived (requires 86 frames)
time 1464ms: Process D arrived (requires 86 frames)
time 1465ms: Process D arrived (requires 86 frames)
time 1466ms: Process D arrived (requires 86 frames)
time 1467ms: Process D arrived (requires 86 frames)
time 1468ms: Process D arrived (requires 86 frames)
time 1469ms: Process D arrived (requires 86 frames)
time 1470ms: Process D arrived (requires 86 frames)
time 1471ms: Process D arrived (requires 86 frames)
time 1472ms: Process D arrived (requires 86 frames)
time 1473ms: Process D arrived (requires 86 frames)
time 1474ms: Process D arrived (requires 86 frames)
time 1475ms: Process D arrived (requires 86 frames)
time 1476ms: Process D arrived (requires 86 frames)
time 1477ms: Process D arrived (requires 86 frames)
time 1478ms: Process D arrived (requires 86 frames)
time 1479ms: Process D arrived (requires 86 frames)
time 1480ms: Process D arrived (requires 86 frames)
time 1481ms: Process D arrived (requires 86 frames)
time 1482ms: Process D arrived (requires 86 frames)
time 1483ms: Process D arrived (requires 86 frames)
time 1484ms: Process D arrived (requires 86 frames)
time 1485ms: Process D arrived (requires 86 frames)
time 1486ms: Process D arrived (requires 86 frames)
time 1487ms: Process D arrived (requires 86 frames)
time 1488ms: Process D arrived (requires 86 frames)
time 1489ms: Process D arrived (requires 86 frames)
time 1490ms: Process D arrived (requires 86 frames)
time 1491ms: Process D arrived (requires 86 frames)
time 1492ms: Process D arrived (requires 86 frames)
time 1493ms: Process D arrived (requires 86 frames)
time 1494ms: Process D arrived (requires 86 frames)
time 1495ms: Process D arrived (requires 86 frames)
time 1496ms: Process D arrived (requires 86 frames)
time 1497ms: Process D arrived (requires 86 frames)
time 1498ms: Process D arrived (requires 86 frames)
time 1499ms: Process D arrived (requires 86 frames)
time 1500ms: Process D arrived (requires 86 frames)
time 1501ms: Process D arrived (requires 86 frames)
time 1502ms: Process D arrived (requires 86 frames)
time 1503ms: Process D arrived (requires 86 frames)
time 1504ms: Process D arrived (requires 86 frames)
time 1505ms: Process D arrived (requires 86 frames)
time 1506ms: Process D arrived (requires 86 frames)
time 1507ms: Process D arrived (requires 86 frames)
time 1508ms: Process D arrived (requires 86 frames)
time 1509ms: Process D arrived (requires 86 frames)
time 1510ms: Process D arrived (requires 86 frames)
time 1511ms: Process D arrived (requires 86 frames)
time 1512ms: Process D arrived (requires 86 frames)
time 1513ms: Process D arrived (requires 86 frames)
time 1514ms: Process D arrived (requires 86 frames)
time 1515ms: Process D arrived (requires 86 frames)
time 1516ms: Process D arrived (requires 86 frames)
time 1517ms: Process D arrived (requires 86 frames)
time 1518ms: Process D arrived (requires 86 frames)
time 1519ms: Process D arrived (requires 86 frames)
time 1520ms: Process D arrived (requires 86 frames)
time 1521ms: Process D arrived (requires 86 frames)
time 1522ms: Process D arrived (requires 86 frames)
time 1523ms: Process D arrived (requires 86 frames)
time 1524ms: Process D arrived (requires 86 frames)
time 1525ms: Process D arrived (requires 86 frames)
time 1526ms: Process D arrived (requires 86 frames)
time 1527ms: Process D arrived (requires 86 frames)
time 1528ms: Process D arrived (requires 86 frames)
time 1529ms: Process D arrived (requires 86 frames)
time 1530ms: Process D arrived (requires 86 frames)
time 1531ms: Process D arrived (requires 86 frames)
time 1532ms: Process D arrived (requires 86 frames)
time 1533ms: Process D arrived (requires 86 frames)
time 1534ms: Process D arrived (requires 86 frames)
